acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-80,63,-2041,-27,24,3
-78,57,-2049,-24,24,5
-85,48,-2036,-22,21,7
-79,54,-2037,-26,25,8
-83,54,-2045,-27,23,8
-77,59,-2034,-27,25,7
-81,51,-2040,-26,22,4
-86,58,-2048,-26,23,6
-80,56,-2048,-26,22,3
-86,55,-2047,-26,24,5
-79,54,-2036,-27,23,7
-82,59,-2047,-26,23,9
-82,57,-2018,-27,24,4
-76,49,-2039,-27,21,2
-85,53,-2038,-27,24,2
-93,53,-2046,-25,25,7
-84,56,-2034,-25,25,6
-90,54,-2046,-27,20,10
-78,62,-2027,-27,24,10
-73,54,-2043,-23,24,6
-88,53,-2051,-27,23,6
-78,58,-2052,-26,17,7
-74,61,-2046,-28,21,8
-83,55,-2036,-30,26,5
-76,57,-2054,-29,22,3
-79,58,-2030,-25,27,6
-83,58,-2036,-29,25,5
-87,62,-2056,-29,23,0
-80,61,-2052,-28,23,5
-79,47,-2050,-28,22,5
-79,57,-2038,-28,23,4
-87,52,-2031,-29,22,6
-83,58,-2044,-29,22,9
-83,58,-2044,-24,25,3
-84,54,-2043,-22,24,9
-91,62,-2053,-28,23,2
-84,61,-2044,-21,25,7
-78,56,-2039,-27,24,3
-77,59,-2035,-26,20,6
-75,61,-2060,-27,29,6
-78,58,-2042,-29,27,5
-85,56,-2041,-28,21,6
-89,58,-2039,-29,23,5
-88,56,-2049,-27,27,7
-86,61,-2033,-26,22,5
-82,53,-2050,-29,21,6
-77,54,-2040,-28,25,5
-84,51,-2037,-20,20,6
-80,59,-2043,-28,22,2
-79,59,-2051,-22,23,2
-86,56,-2053,-27,23,1
-81,58,-2042,-25,23,5
-78,56,-2055,-28,25,6
-77,57,-2048,-25,22,3
-83,51,-2045,-26,24,10
-79,54,-2040,-26,21,4
-80,63,-2040,-28,24,6
-81,51,-2050,-29,26,7
-75,58,-2042,-28,24,7
-78,51,-2043,-25,19,8
-78,53,-2043,-24,24,5
-83,54,-2045,-27,23,5
-84,56,-2047,-25,26,8
-84,56,-2037,-28,22,2
-87,57,-2040,-30,24,8
-84,61,-2035,-29,24,3
-80,58,-2036,-26,25,9
-84,52,-2046,-24,20,5
-79,60,-2041,-27,19,1
-81,56,-2038,-25,25,4
-86,57,-2037,-29,25,4
-80,56,-2046,-33,22,8
-78,60,-2036,-25,25,4
-79,53,-2044,-25,23,6
-77,51,-2033,-27,23,5
-79,56,-2042,-24,21,3
-77,59,-2048,-32,22,1
-77,51,-2043,-24,24,6
-87,49,-2051,-25,20,6
-83,57,-2047,-26,25,6
-80,65,-2046,-27,23,8
-84,57,-2047,-26,27,6
-80,58,-2053,-28,22,4
-81,57,-2039,-27,24,6
-79,60,-2038,-26,17,6
-81,60,-2053,-27,23,7
-86,56,-2043,-25,25,7
-79,66,-2043,-27,20,3
-75,56,-2053,-28,24,4
-88,51,-2041,-24,18,4
-74,45,-2040,-25,20,4
-75,55,-2045,-27,21,4
-79,59,-2040,-22,24,4
-79,59,-2040,-27,24,5
-85,59,-2037,-27,23,2
-85,50,-2047,-24,23,6
-81,60,-2037,-25,25,4
-79,64,-2044,-26,24,2
-81,48,-2048,-26,27,3
-82,55,-2048,-29,24,6
-82,50,-2036,-26,24,4
-81,57,-2039,-28,25,6
-84,52,-2031,-26,24,9
-78,63,-2046,-26,22,6
-85,60,-2035,-26,21,2
-73,56,-2037,-26,25,3
-87,53,-2045,-24,23,7
-83,58,-2050,-26,21,3
-80,58,-2040,-28,21,4
-85,62,-2038,-24,24,5
-77,60,-2046,-25,23,6
-80,55,-2035,-27,23,3
-75,49,-2054,-30,24,6
-82,55,-2041,-23,24,3
-77,48,-2045,-27,23,8
-82,59,-2047,-26,22,4
-83,50,-2043,-23,24,0
-74,54,-2042,-29,25,6
-88,63,-2054,-27,19,7
-87,53,-2045,-28,23,7
-77,55,-2045,-27,24,6
-79,56,-2043,-26,23,9
-83,60,-2036,-28,25,2
-76,53,-2041,-27,24,4
-78,52,-2045,-27,23,0
-81,51,-2043,-26,23,7
-82,54,-2046,-30,24,6
-73,54,-2032,-30,24,4
-82,53,-2032,-27,18,4
-87,52,-2045,-27,26,6
-81,52,-2046,-26,24,6
-82,51,-2045,-23,25,8
-84,59,-2038,-27,22,5
-85,53,-2041,-22,21,2
-89,52,-2035,-26,25,6
-84,55,-2043,-24,21,8
-76,53,-2035,-26,26,4
-82,56,-2041,-28,23,5
-81,60,-2046,-28,21,2
-82,43,-2036,-25,25,4
-82,47,-2037,-25,21,3
-82,53,-2042,-27,24,4
-80,55,-2041,-24,22,2
-80,55,-2038,-30,22,7
-83,55,-2044,-30,24,10
-85,62,-2039,-22,21,6
-80,55,-2040,-26,23,8
-78,53,-2034,-28,21,6
-76,55,-2039,-29,23,4
-83,53,-2049,-28,21,5
-89,60,-2033,-26,25,7
-79,59,-2049,-26,22,5
-80,53,-2041,-25,23,7
-78,56,-2048,-29,24,4
-78,56,-2041,-26,22,6
-79,58,-2032,-23,23,4
-83,57,-2046,-27,24,4
-81,58,-2044,-26,23,7
-76,57,-2053,-25,27,7
-74,57,-2038,-27,24,7
-85,61,-2060,-27,21,7
-80,53,-2044,-26,21,5
-85,57,-2038,-24,24,5
-83,56,-2031,-25,22,2
-83,58,-2039,-24,22,7
-71,66,-2034,-31,21,8
-80,52,-2033,-24,25,3
-84,56,-2029,-25,23,2
-83,57,-2044,-30,23,6
-81,51,-2046,-26,23,5
-80,59,-2042,-26,23,6
-76,60,-2044,-26,21,4
-80,58,-2042,-22,27,3
-80,55,-2055,-26,20,12
-74,51,-2036,-25,25,5
-83,60,-2043,-27,18,6
-77,51,-2038,-27,21,5
-83,55,-2054,-27,23,4
-87,59,-2048,-26,18,8
-76,57,-2046,-26,23,6
-89,55,-2050,-28,24,5
-79,51,-2042,-28,22,4
-85,55,-2044,-23,24,9
-73,57,-2044,-27,27,4
-81,60,-2043,-26,23,5
-89,58,-2046,-24,22,8
-80,62,-2051,-26,27,-1
-82,58,-2046,-23,26,5
-78,53,-2034,-25,22,2
-83,54,-2044,-26,23,5
-73,52,-2040,-25,19,8
-80,55,-2041,-26,20,6
-76,52,-2052,-25,22,7
-76,67,-2030,-25,21,1
-80,62,-2038,-27,18,3
-77,58,-2045,-24,20,8
-81,59,-2047,-25,23,3
-81,56,-2040,-25,27,6
-81,61,-2057,-27,26,2
-83,53,-2042,-27,24,5
-82,51,-2041,-26,25,5
-74,53,-2037,-24,21,4
-84,60,-2048,-25,21,5
-76,53,-2039,-26,22,5
-80,57,-2042,-27,26,4
-85,55,-2042,-28,22,6
-83,50,-2042,-25,24,3
-79,54,-2046,-29,22,4
-83,59,-2047,-24,26,8
-87,60,-2044,-25,26,9
-79,60,-2035,-28,25,6
-83,55,-2041,-29,23,6
-78,65,-2034,-27,25,5
-74,61,-2037,-28,23,6
-86,54,-2047,-26,24,3
-88,59,-2045,-24,20,8
-78,55,-2044,-28,22,8
-86,63,-2040,-29,22,3
-80,53,-2036,-28,26,5
-78,58,-2043,-30,24,1
-77,63,-2042,-28,25,5
-79,56,-2033,-27,24,6
-79,56,-2036,-25,23,3
-82,57,-2039,-30,23,3
-82,56,-2033,-21,21,6
-79,51,-2043,-29,27,5
-90,50,-2049,-26,27,4
-83,56,-2041,-28,19,2
-91,65,-2039,-24,26,6
-80,57,-2041,-27,21,5
-81,56,-2038,-25,26,5
-82,60,-2039,-25,23,5
-84,49,-2035,-26,22,4
-81,55,-2050,-27,23,3
-80,57,-2040,-28,24,7
-80,60,-2037,-22,22,2
-80,61,-2047,-27,19,5
-82,56,-2048,-25,22,4
-77,51,-2049,-28,23,6
-79,65,-2031,-23,24,6
-81,47,-2043,-30,22,4
-71,58,-2049,-23,22,5
-81,60,-2041,-28,23,7
-77,55,-2042,-25,27,3
-77,62,-2043,-29,22,9
-78,58,-2038,-29,25,5
-79,60,-2047,-28,25,3
-80,59,-2040,-26,22,8
-81,52,-2035,-28,20,4
-79,61,-2041,-22,25,6
-82,58,-2056,-29,21,9
-76,64,-2035,-26,23,3
-82,59,-2027,-26,21,5
-78,55,-2048,-30,24,7
-84,55,-2036,-27,22,3
-81,53,-2043,-27,23,4
-88,65,-2061,-27,25,5
-85,57,-2032,-26,21,6
-76,60,-2040,-25,23,4
-81,55,-2048,-26,25,8
-80,63,-2042,-23,23,4
-75,59,-2041,-27,20,8
-83,60,-2036,-25,24,7
-74,61,-2038,-25,21,0
-79,54,-2041,-26,21,2
-84,55,-2040,-27,22,10
-80,56,-2040,-25,20,4
-79,60,-2031,-26,21,4
-82,53,-2035,-22,25,6
-79,57,-2050,-30,26,5
-90,55,-2044,-26,22,2
-82,62,-2054,-27,24,6
-77,55,-2042,-21,26,6
-83,54,-2036,-23,22,8
-83,54,-2046,-25,26,4
-81,61,-2035,-28,23,7
-78,59,-2035,-25,22,5
-83,53,-2049,-25,28,4
-82,53,-2038,-29,20,9
-83,52,-2038,-30,24,7
-79,59,-2037,-29,24,2
-88,61,-2047,-27,23,6
-85,63,-2038,-25,19,7
-76,61,-2054,-25,21,5
-81,52,-2045,-27,27,6
-81,50,-2047,-25,24,3
-80,61,-2041,-28,21,4
-85,52,-2050,-27,22,8
-88,52,-2036,-25,25,4
-81,60,-2039,-25,27,3
-73,51,-2040,-24,26,6
-80,61,-2045,-26,23,4
-79,54,-2043,-26,22,7
-86,57,-2050,-24,27,5
-79,49,-2039,-26,22,7
-72,57,-2045,-24,23,5
-81,57,-2047,-28,23,7
-82,50,-2043,-22,22,7
-79,57,-2040,-26,25,4
-83,59,-2051,-27,24,5
-85,64,-2043,-26,24,6
-85,53,-2046,-26,22,5
-84,61,-2045,-27,23,3
-76,57,-2041,-28,21,8
-74,61,-2035,-27,26,7
-85,49,-2053,-27,24,7
-76,56,-2037,-27,23,4
-79,57,-2041,-24,25,8
-84,50,-2044,-27,25,6
-78,52,-2049,-29,22,7
-81,56,-2047,-27,24,4
-82,54,-2033,-28,26,6
-86,64,-2031,-24,24,4
-85,56,-2035,-26,25,5
-77,59,-2043,-25,22,4
-82,57,-2041,-25,26,10
-78,56,-2039,-28,22,2
-81,59,-2042,-31,29,5
-79,64,-2051,-28,26,5
-68,61,-2043,-24,24,0
-81,55,-2039,-24,25,6
-85,50,-2048,-29,22,1
-90,46,-2049,-26,25,5
-87,60,-2037,-26,22,2
-83,56,-2048,-24,21,6
-85,58,-2038,-27,23,4
-79,54,-2048,-24,23,3
-76,52,-2040,-22,25,4
-78,58,-2044,-27,24,11
-81,58,-2039,-29,22,1
-79,52,-2048,-27,25,5
-80,62,-2045,-27,22,4
-81,55,-2047,-23,26,2
-78,61,-2032,-27,26,7
-86,55,-2051,-24,22,5
-80,57,-2051,-24,24,4
-85,53,-2036,-26,21,4
-80,68,-2037,-28,21,4
-81,63,-2043,-24,19,3
-75,60,-2040,-23,25,3
-85,52,-2044,-26,26,6
-81,59,-2044,-22,24,1
-80,59,-2039,-26,25,5
-87,52,-2040,-26,21,8
-87,63,-2035,-27,27,2
-76,64,-2048,-25,21,4
-81,55,-2046,-25,25,3
-76,57,-2043,-22,25,4
-89,57,-2037,-27,24,7
-90,53,-2039,-28,23,7
-77,56,-2049,-28,25,4
-75,57,-2048,-24,27,1
-81,59,-2048,-24,23,9
-80,49,-2040,-25,22,7
-75,60,-2050,-29,21,4
-82,62,-2048,-27,23,5
-76,49,-2036,-23,23,7
-81,65,-2033,-24,24,4
-80,46,-2057,-28,24,7
-77,53,-2045,-25,22,1
-83,58,-2031,-24,27,6
-77,59,-2039,-24,21,2
-86,54,-2035,-25,25,2
-80,56,-2048,-27,29,5
-80,57,-2041,-29,21,6
-83,54,-2051,-27,26,1
-77,54,-2030,-26,25,7
-79,61,-2052,-24,22,5
-84,56,-2047,-30,25,6
-78,59,-2056,-27,22,5
-80,54,-2037,-25,27,7
-89,58,-2036,-24,20,6
-79,62,-2044,-27,25,1
-73,60,-2046,-27,27,7
-71,55,-2050,-25,25,5
-74,50,-2050,-27,23,9
-80,54,-2037,-28,23,11
-82,59,-2041,-24,24,3
-85,61,-2053,-23,23,4
-75,54,-2047,-28,21,8
-87,57,-2045,-32,23,3
-81,51,-2037,-26,25,8
-84,57,-2041,-26,21,6
-83,61,-2044,-25,20,6
-79,49,-2042,-26,21,3
-81,60,-2036,-24,22,4
-80,55,-2047,-24,21,5
-77,57,-2045,-29,21,7
-75,54,-2035,-25,24,8
-84,50,-2047,-28,20,3
-83,52,-2048,-29,22,7
-72,58,-2030,-27,23,5
-80,61,-2044,-28,22,8
-83,60,-2038,-26,21,6
-92,59,-2046,-26,21,8
-81,59,-2039,-22,21,4
-79,56,-2049,-26,22,4
-90,61,-2035,-26,22,8
-83,50,-2051,-25,23,2
-81,59,-2038,-26,22,5
-80,54,-2043,-26,23,4
-84,58,-2051,-27,23,6
-84,57,-2042,-28,23,6
-83,52,-2044,-29,30,5
-84,47,-2045,-23,19,7
-87,59,-2049,-25,25,4
-83,59,-2048,-24,23,7
-86,62,-2039,-24,25,5
-78,61,-2044,-25,18,1
-85,60,-2048,-31,25,4
-86,56,-2042,-27,25,1
-77,58,-2048,-23,23,2
-81,58,-2045,-25,27,2
-79,56,-2052,-30,25,3
-76,54,-2045,-26,22,-1
-81,56,-2052,-27,22,5
-76,57,-2043,-25,22,6
-82,60,-2048,-27,23,8
-83,58,-2031,-26,25,7
-76,59,-2038,-26,24,3
-80,64,-2045,-24,24,8
-73,57,-2037,-26,25,5
-78,53,-2047,-25,23,6
-79,54,-2047,-25,24,3
-84,59,-2042,-25,23,2
-86,67,-2039,-30,23,2
-83,60,-2038,-27,24,6
-77,59,-2029,-25,22,10
-80,57,-2046,-21,25,8
-78,49,-2034,-27,27,5
-84,54,-2040,-27,22,4
-84,57,-2040,-28,21,3
-84,58,-2044,-28,23,5
-74,60,-2049,-27,25,3
-76,54,-2040,-23,25,3
-79,56,-2049,-25,19,7
-80,57,-2033,-30,22,7
-86,57,-2047,-29,26,9
-79,49,-2043,-27,21,5
-82,59,-2037,-27,23,6
-80,56,-2049,-29,23,5
-84,64,-2040,-23,29,3
-80,56,-2034,-24,25,6
-75,53,-2032,-24,25,3
-83,58,-2041,-27,19,6
-79,59,-2030,-23,24,3
-88,54,-2042,-28,23,4
-84,54,-2036,-26,28,5
-92,54,-2042,-24,23,6
-81,56,-2046,-32,24,7
-78,51,-2041,-29,23,6
-82,48,-2050,-29,25,4
-77,50,-2034,-30,22,4
-77,50,-2036,-25,25,6
-80,54,-2048,-24,20,6
-83,49,-2036,-27,24,3
-75,55,-2042,-26,24,8
-83,57,-2034,-29,22,3
-79,47,-2038,-29,21,3
-86,55,-2043,-26,21,3
-82,58,-2042,-27,21,2
-74,60,-2041,-27,22,7
-84,65,-2041,-27,23,2
-82,57,-2040,-25,27,5
-87,56,-2039,-26,24,8
-77,60,-2031,-27,20,4
-76,54,-2045,-28,23,8
-79,56,-2036,-27,26,3
-81,50,-2038,-24,22,4
-78,59,-2043,-26,20,5
-81,60,-2035,-29,25,2
-83,53,-2031,-28,21,3
-82,56,-2043,-25,23,2
-87,54,-2046,-23,24,6
-86,55,-2040,-27,21,6
-87,52,-2047,-28,27,4
-76,59,-2047,-27,24,3
-78,59,-2029,-24,23,1
-81,61,-2031,-25,21,7
-79,49,-2043,-29,23,7
-84,56,-2038,-28,25,6
-79,55,-2039,-29,25,3
-82,57,-2048,-26,23,5
-76,54,-2046,-26,24,5
-82,56,-2038,-24,23,5
-77,48,-2040,-28,26,8
-86,49,-2044,-24,24,5
-79,56,-2060,-27,25,7
-83,53,-2028,-27,25,4
-78,58,-2048,-24,24,5
-82,58,-2047,-28,23,5
-85,61,-2035,-27,27,3
-86,53,-2039,-29,25,2
-76,60,-2042,-27,22,6
-82,59,-2038,-24,24,5
-78,56,-2044,-21,22,8
-79,54,-2033,-30,19,8
-86,60,-2037,-28,18,3
-81,64,-2031,-28,21,4
-87,55,-2040,-26,22,3
-83,52,-2041,-26,23,4
-80,50,-2038,-26,25,9
-81,58,-2044,-29,23,6
-88,62,-2044,-29,22,6
-80,58,-2051,-28,24,6
-75,55,-2038,-27,27,6
-82,44,-2047,-28,27,2
-81,55,-2043,-27,27,4
-83,56,-2037,-26,24,7
-71,57,-2039,-24,21,7
-84,56,-2050,-25,17,2
-80,49,-2043,-29,22,5
-81,59,-2038,-27,24,8
-74,48,-2048,-27,24,5
-85,59,-2041,-22,24,4
-84,63,-2045,-26,21,3
-81,59,-2036,-29,25,3
-75,51,-2035,-24,23,4
-77,54,-2033,-25,24,8
-78,59,-2043,-25,25,7
-81,55,-2042,-28,21,6
-79,50,-2046,-25,22,2
-81,57,-2036,-26,29,4
-82,52,-2040,-27,24,3
-76,62,-2056,-24,19,8
-84,62,-2032,-25,22,9
-80,52,-2036,-24,18,1
-84,57,-2043,-27,26,4
-80,49,-2050,-29,26,3
-84,55,-2045,-26,20,5
-77,56,-2036,-28,20,2
-79,53,-2044,-30,20,6
-84,50,-2038,-28,24,4
-73,55,-2038,-27,22,8
-80,56,-2047,-25,22,9
-79,52,-2039,-29,21,2
-81,56,-2028,-25,22,3
-81,53,-2038,-30,25,2
-78,57,-2040,-29,21,4
-83,62,-2050,-27,21,6
-73,54,-2050,-27,23,3
-77,57,-2043,-24,22,7
-84,57,-2032,-28,25,3
-84,56,-2049,-25,20,4
-84,59,-2039,-25,20,3
-79,55,-2043,-23,21,3
-78,53,-2040,-29,24,2
-75,53,-2041,-25,23,5
-78,60,-2032,-21,22,3
-82,51,-2043,-26,27,7
-82,61,-2040,-20,26,6
-80,50,-2042,-25,23,3
-87,59,-2041,-23,27,2
-85,60,-2041,-26,19,2
-83,57,-2037,-25,27,7
-88,55,-2057,-27,24,4
-82,47,-2038,-26,21,7
-79,51,-2040,-27,24,-1
-82,58,-2033,-29,24,5
-74,63,-2061,-27,21,7
-76,57,-2040,-23,25,6
-74,59,-2043,-27,23,4
-83,56,-2040,-26,20,7
-80,58,-2039,-30,21,5
-81,49,-2047,-26,24,8
-88,60,-2041,-23,24,4
-83,61,-2042,-26,24,2
-84,57,-2040,-30,21,4
-81,49,-2034,-25,21,5
-75,55,-2053,-22,24,6
-83,58,-2047,-23,26,5
-78,54,-2047,-24,24,3
-84,55,-2049,-25,24,4
-81,60,-2046,-24,26,6
-80,56,-2034,-29,22,5
-83,59,-2039,-27,24,9
-78,47,-2046,-27,26,9
-80,58,-2043,-24,22,2
-81,56,-2044,-29,24,8
-82,49,-2050,-27,24,7
-81,58,-2043,-28,22,4
-73,62,-2049,-28,21,6
-86,51,-2041,-27,23,6
-73,59,-2047,-23,22,9
-78,51,-2041,-27,20,6
-71,56,-2034,-27,21,8
-81,53,-2028,-27,24,6
-82,60,-2045,-27,19,8
-82,58,-2043,-28,25,7
-78,49,-2049,-28,24,7
-91,51,-2040,-26,23,8
-83,48,-2038,-26,24,6
-80,58,-2044,-25,23,2
-79,59,-2026,-26,23,6
-83,63,-2048,-29,20,6
-79,51,-2047,-26,23,2
-88,57,-2038,-27,23,6
-88,53,-2041,-25,22,6
-81,55,-2046,-24,18,5
-79,60,-2045,-27,23,2
-77,49,-2036,-26,26,1
-84,54,-2032,-24,20,7
-82,46,-2053,-27,22,3
-76,55,-2049,-26,25,7
-76,53,-2037,-26,24,4
-81,52,-2050,-27,26,7
-87,49,-2042,-27,22,3
-78,53,-2037,-22,25,5
-79,52,-2048,-26,21,10
-82,58,-2048,-24,24,5
-76,63,-2051,-28,25,3
-82,62,-2041,-24,25,8
-83,61,-2046,-26,21,3
-77,60,-2040,-27,21,6
-78,57,-2048,-25,23,3
-74,53,-2037,-28,22,8
-77,54,-2048,-26,26,3
-78,59,-2047,-30,23,5
-96,63,-2049,-27,21,5
-82,60,-2041,-22,22,7
-90,56,-2048,-27,24,3
-81,55,-2038,-27,26,5
-83,54,-2035,-29,24,5
-80,55,-2042,-25,20,6
-81,52,-2038,-25,24,9
-86,62,-2046,-29,22,7
-85,57,-2034,-28,20,5
-84,54,-2059,-25,26,4
-80,54,-2041,-26,24,4
-81,56,-2028,-24,20,4
-87,59,-2045,-26,26,6
-85,58,-2041,-27,22,6
-81,54,-2044,-26,24,7
-78,50,-2032,-26,24,1
-77,56,-2032,-26,22,10
-83,55,-2047,-23,22,6
-84,57,-2051,-25,26,8
-78,55,-2033,-29,22,6
-77,55,-2047,-22,25,6
-79,65,-2033,-24,24,3
-85,53,-2045,-24,25,4
-80,54,-2051,-25,20,6
-76,57,-2041,-26,23,8
-79,55,-2046,-27,23,2
-77,63,-2041,-25,22,4
-84,61,-2045,-27,23,5
-84,50,-2041,-26,22,5
-86,58,-2035,-26,22,6
-85,54,-2042,-25,22,5
-87,52,-2050,-26,21,6
-75,59,-2043,-27,23,7
-79,56,-2048,-27,19,6
-73,58,-2047,-27,22,5
-77,54,-2036,-25,24,4
-77,51,-2047,-26,25,5
-78,59,-2032,-27,20,6
-83,54,-2043,-24,24,5
-89,56,-2039,-23,24,5
-89,55,-2023,-29,24,5
-76,54,-2035,-22,20,6
-85,51,-2042,-23,22,7
-82,58,-2035,-25,24,4
-80,46,-2051,-25,26,5
-79,53,-2036,-25,24,4
-72,57,-2043,-28,22,5
-81,61,-2029,-28,24,2
-84,58,-2034,-26,22,5
-81,55,-2037,-28,25,3
-75,58,-2048,-31,21,7
-78,65,-2042,-27,22,9
-75,60,-2041,-26,22,8
-79,60,-2045,-26,24,4
-74,52,-2058,-27,25,7
-80,52,-2042,-30,23,5
-77,55,-2044,-22,28,5
-85,59,-2045,-29,23,4
-89,54,-2041,-30,20,4
-79,58,-2045,-26,24,7
-73,61,-2044,-25,23,3
-77,55,-2036,-26,24,6
-79,57,-2035,-23,23,7
-78,60,-2039,-22,27,3
-86,49,-2051,-25,18,6
-75,59,-2045,-25,24,2
-83,56,-2042,-24,22,6
-79,61,-2045,-25,25,4
-80,55,-2038,-25,22,6
-83,53,-2037,-23,24,5
-84,56,-2047,-23,28,3
-75,52,-2051,-30,19,8
-75,49,-2037,-25,23,5
-81,58,-2033,-27,26,6
-80,52,-2048,-27,24,4
-85,57,-2038,-26,22,3
-82,53,-2035,-30,23,6
-80,60,-2035,-26,25,5
-84,49,-2039,-28,23,6
-82,58,-2052,-26,27,6
-84,54,-2043,-26,18,8
-80,55,-2038,-27,24,4
-85,60,-2042,-28,17,6
-84,58,-2034,-25,25,4
-88,58,-2049,-25,21,2
-72,49,-2031,-24,22,8
-86,59,-2039,-23,25,5
-88,58,-2057,-29,24,3
-82,59,-2041,-29,23,6
-85,59,-2046,-29,24,8
-82,55,-2037,-24,22,5
-80,59,-2047,-25,23,5
-84,53,-2054,-25,24,1
-85,61,-2037,-24,23,9
-81,57,-2041,-26,23,5
-86,61,-2041,-25,22,6
-82,55,-2042,-27,21,6
-84,56,-2048,-25,25,8
-84,60,-2033,-28,24,6
-84,54,-2042,-24,26,3
-82,53,-2044,-28,20,8
-81,50,-2041,-26,27,5
-82,57,-2042,-24,23,6
-79,50,-2033,-26,24,10
-88,65,-2044,-23,26,7
-82,57,-2039,-25,24,3
-77,59,-2040,-30,23,4
-80,59,-2043,-25,26,6
-79,52,-2034,-29,20,6
-88,56,-2040,-24,21,6
-77,63,-2046,-22,25,4
-88,63,-2043,-30,25,5
-81,63,-2048,-26,27,8
-84,56,-2048,-24,21,5
-78,63,-2049,-26,22,8
-84,51,-2034,-28,27,8
-80,53,-2027,-24,26,3
-82,59,-2039,-27,23,2
-84,55,-2039,-25,23,5
-80,55,-2035,-27,22,6
-80,53,-2048,-29,29,3
-87,50,-2039,-23,25,8
-88,63,-2042,-27,21,1
-85,56,-2030,-24,23,5
-85,54,-2048,-26,20,5
-76,54,-2042,-27,24,1
-83,55,-2057,-25,24,3
-80,60,-2050,-27,25,6
-85,50,-2038,-25,22,6
-81,56,-2046,-25,23,0
-84,56,-2043,-25,22,9
-75,64,-2045,-25,23,6
-77,60,-2045,-25,26,5
-85,59,-2047,-25,25,2
-84,63,-2027,-28,26,6
-86,55,-2046,-27,24,5
-81,58,-2052,-25,25,1
-85,59,-2046,-26,24,7
-79,50,-2049,-27,24,7
-82,48,-2040,-27,23,5
-74,50,-2055,-25,25,7
-79,66,-2040,-29,24,4
-69,60,-2044,-28,25,5
-81,58,-2035,-27,24,6
-84,61,-2035,-23,23,3
-81,56,-2031,-28,23,7
-79,64,-2038,-27,24,9
-87,51,-2044,-29,25,6
-77,55,-2046,-30,22,8
-82,56,-2032,-23,23,4
-81,62,-2045,-28,26,3
-75,59,-2047,-27,25,6
-81,58,-2043,-26,22,7
-87,59,-2038,-31,22,6
-79,59,-2046,-26,28,7
-83,55,-2050,-27,24,4
-83,64,-2038,-28,26,5
-89,61,-2050,-24,23,9
-82,55,-2030,-27,24,9
-84,55,-2040,-30,21,7
-74,57,-2046,-31,21,3
-84,46,-2040,-25,23,8
-84,65,-2051,-28,24,5
-81,53,-2049,-27,22,5
-87,58,-2039,-24,26,4
-80,56,-2057,-28,25,6
-76,67,-2040,-27,20,7
-80,58,-2033,-30,23,9
-79,58,-2044,-28,24,3
-75,47,-2047,-26,23,5
-82,67,-2035,-28,24,5
-82,52,-2042,-25,21,5
-82,60,-2048,-28,24,4
-79,56,-2056,-24,27,4
-76,57,-2047,-29,24,7
-80,59,-2047,-24,21,4
-80,53,-2047,-25,23,9
-87,59,-2037,-26,23,6
-85,61,-2038,-26,23,5
-80,60,-2032,-27,22,10
-82,54,-2040,-29,21,8
-80,55,-2053,-25,26,6
-82,60,-2045,-28,20,8
-84,51,-2040,-25,23,7
-82,56,-2047,-27,25,5
-79,52,-2039,-28,23,5
-89,53,-2039,-29,21,6
-81,57,-2040,-29,23,6
-80,56,-2037,-24,23,8
-82,64,-2045,-26,21,4
-81,59,-2041,-27,24,11
-79,60,-2047,-29,29,5
-83,60,-2045,-24,22,3
-78,61,-2044,-31,23,2
-75,59,-2051,-27,22,1
-87,56,-2049,-25,23,1
-72,51,-2057,-29,26,2
-82,63,-2040,-26,23,5
-87,53,-2044,-25,22,5
-81,59,-2047,-28,21,7
-84,58,-2044,-22,22,4
-70,59,-2042,-26,23,6
-85,62,-2043,-25,23,6
-87,61,-2045,-25,25,7
-91,56,-2051,-26,21,7
-78,52,-2045,-27,21,4
-88,56,-2038,-24,22,3
-81,62,-2045,-24,23,5
-85,58,-2052,-27,21,9
-80,58,-2041,-27,25,7
-84,53,-2046,-26,21,5
-82,60,-2046,-26,22,5
-82,50,-2042,-27,26,4
-80,57,-2031,-23,22,3
-85,60,-2041,-26,24,6
-83,55,-2046,-31,22,5
-73,51,-2029,-25,25,6
-79,57,-2042,-26,25,6
-83,62,-2042,-27,24,0
-87,58,-2041,-26,26,6
-79,51,-2042,-24,24,2
-79,58,-2041,-31,22,7
-83,54,-2038,-26,25,6
-85,58,-2025,-28,20,0
-82,61,-2044,-29,23,7
-81,52,-2044,-31,26,4
-76,60,-2048,-26,26,3
-84,59,-2039,-29,25,7
-86,63,-2043,-27,24,7
-82,62,-2035,-26,19,5
-82,52,-2046,-25,24,7
-84,62,-2041,-26,22,8
-78,54,-2032,-29,23,6
-80,45,-2039,-25,25,7
-80,54,-2059,-25,22,8
-82,58,-2026,-27,22,10
-82,55,-2031,-25,24,7
-74,56,-2042,-27,22,9
-82,60,-2038,-24,23,6
-87,54,-2043,-26,20,4
-85,49,-2038,-25,25,6
-90,55,-2041,-26,23,9
-76,61,-2034,-23,23,1
-78,53,-2044,-25,25,5
-81,54,-2040,-25,26,2
-78,61,-2040,-30,27,6
-80,63,-2041,-29,25,4
-84,58,-2047,-25,23,3
-84,57,-2040,-23,21,7
-83,67,-2032,-25,22,2
-82,55,-2044,-29,25,7
-85,64,-2036,-28,20,4
-75,61,-2039,-28,26,6
-80,56,-2047,-28,24,5
